date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_dollar,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
1/1/2012,CAN,CAD,Canada,4.73,1.02095,4.632939909,0.104,0.046,0.212,0.114,0.9,46214.914,4.708813638,0.115,-0.05,0.092,0.077,0.119
1/1/2012,CHE,CHF,Switzerland,6.5,0.9551,6.805570097,0.621,0.536,0.78,0.636,1.791,67245.997,5.681401879,0.358,0.157,0.329,0.311,0.363
1/1/2012,CHL,CLP,Chile,2050,506.05,4.050983104,-0.035,-0.086,0.06,-0.026,0.661,11827.958,3.118579361,0.473,0.255,0.441,0.421,0.478
1/1/2012,CHN,CNY,China,15.4,6.3155,2.438445095,-0.419,-0.45,-0.362,-0.414,0,4382.136,2.774245267,-0.004,-0.151,-0.025,-0.038,0
1/1/2012,COL,COP,Colombia,8400,1852.15,4.535269822,0.081,0.024,0.186,0.09,0.86,6273.372,2.861705998,0.797,0.531,0.758,0.734,0.803
1/1/2012,CRI,CRC,Costa Rica,2050,509.54,4.023236645,-0.041,-0.092,0.052,-0.033,0.65,,,,,,,
1/1/2012,CZE,CZK,Czech Republic,70.22,20.36535,3.448013415,-0.179,-0.222,-0.098,-0.171,0.414,18288.284,3.417338921,0.144,-0.025,0.119,0.104,0.148
1/1/2012,DNK,DKK,Denmark,31.5,5.86135,5.37418854,0.28,0.213,0.406,0.292,1.204,56147.143,5.168132311,0.179,0.005,0.154,0.138,0.183
1/1/2012,EGY,EGP,Egypt,15.5,6.037,2.567500414,-0.388,-0.421,-0.328,-0.383,0.053,2788.829,2.700562345,0.078,-0.082,0.055,0.04,0.082
1/1/2012,EUZ,EUR,Euro area,3.49245637,0.788239467,4.430704775,0.056,0,0.159,0.065,0.817,36947,4.280216396,0.174,0,0.148,0.133,0.178
1/1/2012,GBR,GBP,Britain,2.49,0.651253663,3.823395002,-0.089,-0.137,0,-0.081,0.568,36119.846,4.24196443,0.022,-0.129,0,-0.014,0.025
1/1/2012,HKG,HKD,Hong Kong,16.5,7.76735,2.124276619,-0.494,-0.521,-0.444,-0.489,-0.129,31590.681,4.032511944,-0.403,-0.491,-0.416,-0.424,-0.401
1/1/2012,HUN,HUF,Hungary,645,245.69425,2.625214062,-0.375,-0.407,-0.313,-0.369,0.077,12879.296,3.167198778,-0.06,-0.199,-0.08,-0.093,-0.057
1/1/2012,IDN,IDR,Indonesia,22534,9160,2.460043668,-0.414,-0.445,-0.357,-0.409,0.009,3015.374,2.711038981,0.029,-0.123,0.007,-0.007,0.032
1/1/2012,IND,INR,India,84,51.905,1.6183412,-0.614,-0.635,-0.577,-0.611,-0.336,1264.839,2.630085006,-0.302,-0.406,-0.317,-0.327,-0.3
1/1/2012,ISR,ILS,Israel,15.9,3.8485,4.131479797,-0.016,-0.068,0.081,-0.007,0.694,28685.616,3.898166411,0.202,0.024,0.176,0.16,0.206
1/1/2012,JPN,JPY,Japan,320,76.92,4.160166407,-0.009,-0.061,0.088,0,0.706,42820.392,4.551833031,0.036,-0.117,0.014,0,0.04
1/1/2012,KOR,KRW,South Korea,3700,1158.75,3.193096009,-0.239,-0.279,-0.165,-0.232,0.309,20590.962,3.523826901,0.027,-0.125,0.005,-0.009,0.031
1/1/2012,LKA,LKR,Sri Lanka,290,113.93,2.545422628,-0.394,-0.426,-0.334,-0.388,0.044,,,,,,,
1/1/2012,MEX,MXN,Mexico,37,13.6844,2.703808716,-0.356,-0.39,-0.293,-0.35,0.109,9565.962,3.013972732,0.017,-0.133,-0.005,-0.018,0.021
1/1/2012,MYS,MYR,Malaysia,7.35,3.13955,2.341099839,-0.442,-0.472,-0.388,-0.437,-0.04,8423.176,2.961124278,-0.104,-0.236,-0.123,-0.135,-0.101
1/1/2012,NOR,NOK,Norway,41,6.0399,6.788191857,0.617,0.532,0.775,0.632,1.784,84443.634,6.476711352,0.188,0.012,0.163,0.147,0.192
1/1/2012,NZL,NZD,New Zealand,5.1,1.26000126,4.047615,-0.036,-0.086,0.059,-0.027,0.66,32145.233,4.058157355,0.131,-0.036,0.107,0.091,0.135
1/1/2012,PAK,PKR,Pakistan,260,90.05,2.887284842,-0.312,-0.348,-0.245,-0.306,0.184,1049.749,2.62013811,0.249,0.065,0.223,0.206,0.254
1/1/2012,PER,PEN,Peru,10,2.6925,3.714020427,-0.115,-0.162,-0.029,-0.107,0.523,5171.651,2.810756606,0.498,0.276,0.466,0.446,0.503
1/1/2012,PHL,PHP,Philippines,118,44.005,2.681513464,-0.361,-0.395,-0.299,-0.355,0.1,2007.362,2.664423187,0.141,-0.028,0.117,0.101,0.145
1/1/2012,POL,PLN,Poland,9.1,3.52045,2.584896817,-0.384,-0.417,-0.324,-0.379,0.06,12300.126,3.140414901,-0.067,-0.205,-0.087,-0.099,-0.064
1/1/2012,RUS,RUB,Russia,81,31.7693,2.549631248,-0.393,-0.425,-0.333,-0.387,0.046,10437.49,3.054276785,-0.054,-0.194,-0.074,-0.087,-0.05
1/1/2012,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.365,-0.398,-0.303,-0.359,0.094,16995.78,3.357566717,-0.1,-0.233,-0.119,-0.131,-0.096
1/1/2012,SGP,SGD,Singapore,4.85,1.2928,3.75154703,-0.106,-0.153,-0.019,-0.098,0.538,43116.689,4.565535367,-0.068,-0.206,-0.088,-0.101,-0.065
1/1/2012,SWE,SEK,Sweden,41,6.9338,5.913063544,0.409,0.335,0.547,0.421,1.425,48874.608,4.831811922,0.387,0.182,0.358,0.339,0.392
1/1/2012,THA,THB,Thailand,78,31.75,2.456692913,-0.415,-0.446,-0.357,-0.409,0.007,4991.525,2.802426629,-0.006,-0.153,-0.027,-0.041,-0.003
1/1/2012,TUR,TRY,Turkey,6.6,1.86295,3.54276819,-0.156,-0.2,-0.073,-0.148,0.453,10398.685,3.052482237,0.316,0.121,0.288,0.27,0.32
1/1/2012,TWN,TWD,Taiwan,75,29.9795,2.501709501,-0.404,-0.435,-0.346,-0.399,0.026,18457.752,3.425176016,-0.172,-0.294,-0.19,-0.201,-0.169
1/1/2012,UKR,UAH,Ukraine,17,8.0405,2.114296375,-0.496,-0.523,-0.447,-0.492,-0.133,,,,,,,
1/1/2012,URY,UYU,Uruguay,90,19.45,4.627249357,0.102,0.044,0.21,0.112,0.898,,,,,,,
1/1/2012,USA,USD,United States,4.19722,1,4.19722,0,-0.053,0.098,0.009,0.721,47283.633,4.758236843,0,-0.148,-0.021,-0.035,0.004
1/1/2012,ZAF,ZAR,South Africa,19.95,8.1304,2.453753813,-0.415,-0.446,-0.358,-0.41,0.006,7157.801,2.902606661,-0.042,-0.183,-0.062,-0.075,-0.038
7/1/2012,ARE,AED,UAE,12,3.67295,3.267128602,-0.245,-0.248,-0.215,-0.201,0.334,,,,,,,
7/1/2012,ARG,ARS,Argentina,19,4.56625,4.160963592,-0.038,-0.042,0,0.017,0.699,9138.177,3.005568009,0.489,0.341,0.387,0.51,0.582
7/1/2012,AUS,AUD,Australia,4.56,0.974326497,4.680155999,0.081,0.077,0.124,0.144,0.91,55589.549,5.012892059,0.004,-0.096,-0.064,0.018,0.067
7/1/2012,BRA,BRL,Brazil,10.08,2.04215,4.935974341,0.141,0.136,0.186,0.207,1.015,10816.487,3.078093574,0.725,0.553,0.607,0.749,0.833
7/1/2012,CAN,CAD,Canada,5.12,1.01945,5.022315955,0.161,0.156,0.207,0.228,1.05,46214.914,4.607781736,0.172,0.056,0.092,0.189,0.246
7/1/2012,CHE,CHF,Switzerland,6.5,0.9906,6.56167979,0.516,0.51,0.576,0.604,1.679,67245.997,5.516607394,0.279,0.152,0.192,0.297,0.36
7/1/2012,CHL,CLP,Chile,2050,493.05,4.157793327,-0.039,-0.043,-0.001,0.016,0.697,11827.958,3.121802726,0.432,0.29,0.335,0.452,0.522
7/1/2012,CHN,CNY,China,15.65,6.3885,2.44971433,-0.434,-0.436,-0.411,-0.401,0,4382.136,2.800043068,-0.059,-0.153,-0.123,-0.046,0
7/1/2012,COL,COP,Colombia,8600,1804.475,4.765929148,0.101,0.097,0.145,0.165,0.946,6273.372,2.8817699,0.779,0.602,0.657,0.803,0.89
7/1/2012,CZE,CZK,Czech Republic,70.33,21.048,3.34141011,-0.228,-0.231,-0.197,-0.183,0.364,18288.284,3.400975702,0.057,-0.049,-0.015,0.071,0.123
7/1/2012,DNK,DKK,Denmark,28.5,6.1356,4.645022492,0.073,0.069,0.116,0.135,0.896,56147.143,5.03698762,-0.008,-0.107,-0.076,0.006,0.054
7/1/2012,EGY,EGP,Egypt,16,6.0665,2.637435094,-0.391,-0.393,-0.366,-0.355,0.077,2788.829,2.731190775,0.039,-0.065,-0.032,0.053,0.104
7/1/2012,EUZ,EUR,Euro area,3.583482241,0.824844311,4.344434693,0.004,0,0.044,0.062,0.773,36947,4.207283196,0.11,0,0.035,0.126,0.18
7/1/2012,GBR,GBP,Britain,2.69,0.646266197,4.1623715,-0.038,-0.042,0,0.017,0.699,36119.846,4.171539018,0.073,-0.034,0,0.088,0.14
7/1/2012,HKG,HKD,Hong Kong,16.5,7.75815,2.126795692,-0.509,-0.51,-0.489,-0.48,-0.132,31590.681,3.975818172,-0.425,-0.482,-0.464,-0.417,-0.389
7/1/2012,HUN,HUF,Hungary,830,238.2151,3.484245961,-0.195,-0.198,-0.163,-0.148,0.422,12879.296,3.167234668,0.183,0.065,0.103,0.2,0.257
7/1/2012,IDN,IDR,Indonesia,24200,9482.5,2.552069602,-0.41,-0.413,-0.387,-0.376,0.042,3015.374,2.740980566,0.001,-0.098,-0.067,0.015,0.064
7/1/2012,IND,INR,India,89,56.165,1.584616754,-0.634,-0.635,-0.619,-0.613,-0.353,1264.839,2.665333909,-0.361,-0.424,-0.404,-0.352,-0.32
7/1/2012,ISR,ILS,Israel,11.9,4.07625,2.919349893,-0.325,-0.328,-0.299,-0.286,0.192,28685.616,3.85028029,-0.185,-0.266,-0.24,-0.173,-0.133
7/1/2012,JPN,JPY,Japan,320,78.22,4.091025313,-0.055,-0.058,-0.017,0,0.67,42820.392,4.461092729,-0.014,-0.112,-0.081,0,0.048
7/1/2012,KOR,KRW,South Korea,3700,1151,3.214596003,-0.257,-0.26,-0.228,-0.214,0.312,20590.962,3.500482363,-0.012,-0.111,-0.08,0.001,0.05
7/1/2012,LKA,LKR,Sri Lanka,290,131,2.213740458,-0.488,-0.49,-0.468,-0.459,-0.096,,,,,,,
7/1/2012,MEX,MXN,Mexico,37,13.687,2.703295098,-0.375,-0.378,-0.351,-0.339,0.104,9565.962,3.024054074,-0.039,-0.134,-0.104,-0.025,0.022
7/1/2012,MYS,MYR,Malaysia,7.4,3.1735,2.331810304,-0.461,-0.463,-0.44,-0.43,-0.048,8423.176,2.974670349,-0.157,-0.241,-0.214,-0.145,-0.104
7/1/2012,NOR,NOK,Norway,43,6.09205,7.058379363,0.631,0.625,0.696,0.725,1.881,84443.634,6.259776624,0.213,0.092,0.13,0.23,0.289
7/1/2012,NZL,NZD,New Zealand,5.1,1.273560876,4.004520001,-0.075,-0.078,-0.038,-0.021,0.635,32145.233,3.999782277,0.077,-0.03,0.003,0.092,0.144
7/1/2012,PAK,PKR,Pakistan,285,94.605,3.012525765,-0.304,-0.307,-0.276,-0.264,0.23,1049.749,2.656039128,0.22,0.098,0.137,0.237,0.296
7/1/2012,PHL,PHP,Philippines,118,42.2,2.796208531,-0.354,-0.356,-0.328,-0.317,0.141,2007.362,2.69742089,0.115,0.004,0.039,0.13,0.185
7/1/2012,POL,PLN,Poland,9.1,3.46035,2.629791784,-0.392,-0.395,-0.368,-0.357,0.074,12300.126,3.142206734,-0.1,-0.189,-0.161,-0.087,-0.043
7/1/2012,RUS,RUB,Russia,75,32.76525,2.289010461,-0.471,-0.473,-0.45,-0.44,-0.066,10437.49,3.061715806,-0.196,-0.276,-0.251,-0.185,-0.145
7/1/2012,SAU,SAR,Saudi Arabia,10,3.75025,2.666488901,-0.384,-0.386,-0.359,-0.348,0.088,16995.78,3.345122145,-0.143,-0.228,-0.201,-0.131,-0.089
7/1/2012,SGP,SGD,Singapore,4.4,1.2585,3.496225665,-0.192,-0.195,-0.16,-0.145,0.427,43116.689,4.473896745,-0.16,-0.243,-0.217,-0.148,-0.107
7/1/2012,SWE,SEK,Sweden,39.97301987,6.9777,5.728681352,0.324,0.319,0.376,0.4,1.339,48874.608,4.722716291,0.305,0.175,0.216,0.323,0.386
7/1/2012,THA,THB,Thailand,82,31.7,2.586750789,-0.402,-0.405,-0.379,-0.368,0.056,4991.525,2.826376869,-0.016,-0.114,-0.083,-0.002,0.046
7/1/2012,TUR,TRY,Turkey,8.25,1.8269,4.515846516,0.044,0.039,0.085,0.104,0.843,10398.685,3.060038908,0.587,0.429,0.479,0.609,0.687
7/1/2012,TWN,TWD,Taiwan,75,30.1955,2.483813813,-0.426,-0.428,-0.403,-0.393,0.014,18457.752,3.408298999,-0.216,-0.294,-0.27,-0.205,-0.167
7/1/2012,UKR,UAH,Ukraine,15,8.0855,1.85517284,-0.571,-0.573,-0.554,-0.547,-0.243,,,,,,,
7/1/2012,URY,UYU,Uruguay,99,21.87,4.526748971,0.046,0.042,0.088,0.107,0.848,,,,,,,
7/1/2012,USA,USD,United States,4.3275,1,4.3275,0,-0.004,0.04,0.058,0.767,47283.633,4.653964772,0,-0.1,-0.068,0.014,0.063
7/1/2012,ZAF,ZAR,South Africa,19.95,8.4683,2.355844739,-0.456,-0.458,-0.434,-0.424,-0.038,7157.801,2.919989129,-0.132,-0.219,-0.191,-0.12,-0.078
1/1/2013,ARE,AED,UAE,12,3.67305,3.267039654,-0.252,-0.33,-0.231,-0.07,0.27,,,,,,,
1/1/2013,ARG,ARS,Argentina,19,4.9765,3.817944338,-0.126,-0.217,-0.101,0.087,0.484,10959.082,3.256147146,0.316,0.091,0.237,0.599,0.373
1/1/2013,AUS,AUD,Australia,4.7,0.959094615,4.900454998,0.122,0.005,0.154,0.395,0.905,66371.218,5.69545441,-0.034,-0.199,-0.092,0.174,0.008
1/1/2013,BRA,BRL,Brazil,11.25,1.99335,5.64376552,0.292,0.157,0.329,0.606,1.194,12788.551,3.336682519,0.898,0.574,0.785,1.307,0.981
1/1/2013,CAN,CAD,Canada,5.41,1.0029,5.394356367,0.235,0.106,0.27,0.535,1.097,50496.043,4.996610574,0.212,0.005,0.139,0.473,0.264
1/1/2013,CHE,CHF,Switzerland,6.5,0.9123,7.124849282,0.631,0.461,0.677,1.028,1.77,83072.845,6.430679633,0.243,0.031,0.169,0.511,0.297
1/1/2013,CHL,CLP,Chile,2050,471.75,4.345521993,-0.005,-0.109,0.023,0.237,0.689,14403.111,3.407757345,0.431,0.187,0.345,0.739,0.493
1/1/2013,CHN,CNY,China,16,6.2204,2.572181853,-0.411,-0.473,-0.395,-0.268,0,5416.668,3.012163577,-0.042,-0.205,-0.099,0.165,0
1/1/2013,COL,COP,Colombia,8600,1773.175,4.850057101,0.111,-0.006,0.142,0.38,0.886,7114.33,3.08689665,0.763,0.462,0.658,1.143,0.84
1/1/2013,CRI,CRC,Costa Rica,2200,500.83,4.392708105,0.006,-0.099,0.034,0.25,0.708,,,,,,,
1/1/2013,CZE,CZK,Czech Republic,70.33,18.89495,3.722158566,-0.148,-0.237,-0.124,0.059,0.447,20435.875,3.673326697,0.137,-0.057,0.069,0.382,0.187
1/1/2013,DNK,DKK,Denmark,28.5,5.49795,5.183750307,0.187,0.063,0.22,0.475,1.015,59708.962,5.402174081,0.077,-0.107,0.012,0.309,0.124
1/1/2013,EGY,EGP,Egypt,16,6.68575,2.393149609,-0.452,-0.509,-0.437,-0.319,-0.07,2931.827,2.902777959,-0.075,-0.233,-0.13,0.125,-0.035
1/1/2013,EUZ,EUR,Euro area,3.594849572,0.736946829,4.878031129,0.117,0,0.148,0.388,0.896,40137.01059,4.540593809,0.206,0,0.134,0.465,0.258
1/1/2013,GBR,GBP,Britain,2.69,0.633211968,4.248182498,-0.027,-0.129,0,0.209,0.652,38811.424,4.482239931,0.064,-0.118,0,0.293,0.11
1/1/2013,HKG,HKD,Hong Kong,17,7.7591,2.190975757,-0.498,-0.551,-0.484,-0.376,-0.148,34259.337,4.281851719,-0.426,-0.524,-0.46,-0.302,-0.401
1/1/2013,HUN,HUF,Hungary,830,217.46935,3.816629792,-0.126,-0.218,-0.102,0.086,0.484,14050.009,3.39221338,0.263,0.047,0.187,0.535,0.318
1/1/2013,IDN,IDR,Indonesia,27939,9767.5,2.860404402,-0.345,-0.414,-0.327,-0.186,0.112,3511.799,2.928309008,0.096,-0.091,0.031,0.332,0.144
1/1/2013,IND,INR,India,89,53.395,1.666822736,-0.618,-0.658,-0.608,-0.526,-0.352,1513.618,2.840346735,-0.341,-0.454,-0.381,-0.2,-0.313
1/1/2013,ISR,ILS,Israel,14.9,3.72455,4.00048328,-0.084,-0.18,-0.058,0.138,0.555,32350.817,4.197836428,0.069,-0.113,0.005,0.3,0.116
1/1/2013,JPN,JPY,Japan,320,91.065,3.513973535,-0.195,-0.28,-0.173,0,0.366,45869.72,4.792954405,-0.177,-0.318,-0.226,0,-0.141
1/1/2013,KOR,KRW,South Korea,3700,1085.475,3.408645984,-0.22,-0.301,-0.198,-0.03,0.325,22424.062,3.760849022,0.017,-0.156,-0.044,0.236,0.061
1/1/2013,LKA,LKR,Sri Lanka,350,126.45,2.767892448,-0.366,-0.433,-0.348,-0.212,0.076,,,,,,,
1/1/2013,MEX,MXN,Mexico,37,12.7384,2.904603404,-0.335,-0.405,-0.316,-0.173,0.129,10146.041,3.220356127,0.012,-0.16,-0.048,0.23,0.056
1/1/2013,MYS,MYR,Malaysia,7.95,3.083,2.578657152,-0.41,-0.471,-0.393,-0.266,0.003,10084.608,3.217651774,-0.101,-0.254,-0.154,0.093,-0.062
1/1/2013,NOR,NOK,Norway,43,5.4831,7.842279003,0.796,0.608,0.846,1.232,2.049,97607.32,7.070504282,0.245,0.032,0.17,0.513,0.299
1/1/2013,NZL,NZD,New Zealand,5.2,1.202428906,4.324580001,-0.01,-0.113,0.018,0.231,0.681,35973.02,4.357290056,0.114,-0.076,0.047,0.354,0.162
1/1/2013,PAK,PKR,Pakistan,290,97.665,2.969333948,-0.32,-0.391,-0.301,-0.155,0.154,1199.111,2.826501767,0.179,-0.022,0.108,0.433,0.23
1/1/2013,PER,PEN,Peru,10,2.5595,3.907013088,-0.105,-0.199,-0.08,0.112,0.519,5904.494,3.03363825,0.445,0.199,0.359,0.757,0.508
1/1/2013,PHL,PHP,Philippines,118,40.6,2.906403941,-0.335,-0.404,-0.316,-0.173,0.13,2344.889,2.87694026,0.134,-0.06,0.066,0.378,0.183
1/1/2013,POL,PLN,Poland,9.1,3.092,2.943078913,-0.326,-0.397,-0.307,-0.162,0.144,13468.655,3.366621495,-0.019,-0.186,-0.078,0.192,0.024
1/1/2013,RUS,RUB,Russia,72.88,30.045,2.425694791,-0.445,-0.503,-0.429,-0.31,-0.057,12993.358,3.345698363,-0.186,-0.325,-0.235,-0.011,-0.151
1/1/2013,SAU,SAR,Saudi Arabia,11,3.7502,2.933176897,-0.328,-0.399,-0.31,-0.165,0.14,21196.287,3.706800926,-0.112,-0.263,-0.165,0.079,-0.073
1/1/2013,SGP,SGD,Singapore,4.5,1.23485,3.644167308,-0.166,-0.253,-0.142,0.037,0.417,49270.872,4.942677108,-0.173,-0.314,-0.222,0.006,-0.137
1/1/2013,SWE,SEK,Sweden,40.55930138,6.3492,6.388096355,0.463,0.31,0.504,0.818,1.484,57638.234,5.311018204,0.35,0.12,0.269,0.641,0.409
1/1/2013,THA,THB,Thailand,87,29.755,2.92387834,-0.331,-0.401,-0.312,-0.168,0.137,5394.714,3.011197136,0.09,-0.096,0.025,0.324,0.137
1/1/2013,TUR,TRY,Turkey,8.45,1.76875,4.777385159,0.094,-0.021,0.125,0.36,0.857,10362.609,3.229889705,0.66,0.377,0.561,1.017,0.732
1/1/2013,TWN,TWD,Taiwan,75,29.502,2.542200529,-0.418,-0.479,-0.402,-0.277,-0.012,20082.918,3.657789115,-0.22,-0.353,-0.267,-0.052,-0.186
1/1/2013,UKR,UAH,Ukraine,19,8.144,2.333005894,-0.466,-0.522,-0.451,-0.336,-0.093,,,,,,,
1/1/2013,URY,UYU,Uruguay,105,19.28,5.446058091,0.247,0.116,0.282,0.55,1.117,,,,,,,
1/1/2013,USA,USD,United States,4.367395833,1,4.367395833,0,-0.105,0.028,0.243,0.698,48327.861,4.901164657,0,-0.171,-0.06,0.215,0.044
1/1/2013,ZAF,ZAR,South Africa,20.9,9.047,2.310158063,-0.471,-0.526,-0.456,-0.343,-0.102,8078.451,3.129338388,-0.172,-0.313,-0.221,0.007,-0.135
7/1/2013,ARE,AED,UAE,12,3.673,3.267084127,-0.283,-0.299,-0.187,0.022,0.253,,,,,,,
7/1/2013,ARG,ARS,Argentina,21,5.4125,3.879907621,-0.149,-0.167,-0.035,0.214,0.487,10959.082,3.122281494,0.286,0.165,0.332,0.792,0.375
7/1/2013,AUS,AUD,Australia,5.035,1.089858863,4.619864251,0.014,-0.008,0.149,0.445,0.771,66371.218,5.484971452,-0.128,-0.211,-0.097,0.215,-0.068
7/1/2013,BRA,BRL,Brazil,12,2.27065,5.284830335,0.16,0.134,0.315,0.653,1.026,12788.551,3.200287295,0.709,0.548,0.77,1.382,0.827
7/1/2013,CAN,CAD,Canada,5.53,1.05125,5.260404281,0.154,0.129,0.309,0.646,1.017,50496.043,4.808077918,0.132,0.025,0.173,0.578,0.211
7/1/2013,CHE,CHF,Switzerland,6.5,0.9674,6.719040728,0.475,0.442,0.671,1.102,1.576,83072.845,6.197103654,0.122,0.016,0.162,0.564,0.2
7/1/2013,CHL,CLP,Chile,2000,508.155,3.935806988,-0.136,-0.155,-0.021,0.231,0.509,14403.111,3.269129699,0.246,0.128,0.291,0.737,0.332
7/1/2013,CHN,CNY,China,16,6.1341,2.608369606,-0.428,-0.44,-0.351,-0.184,0,5416.668,2.885961315,-0.065,-0.153,-0.031,0.304,0
7/1/2013,COL,COP,Colombia,8600,1921,4.476834982,-0.018,-0.039,0.114,0.4,0.716,7114.33,2.958347064,0.566,0.418,0.622,1.183,0.674
7/1/2013,CRI,CRC,Costa Rica,2150,498.675,4.311425277,-0.054,-0.075,0.072,0.349,0.653,,,,,,,
7/1/2013,CZE,CZK,Czech Republic,70.45,20.1828,3.490595953,-0.234,-0.251,-0.132,0.092,0.338,20435.875,3.526357664,0.024,-0.072,0.061,0.428,0.095
7/1/2013,DNK,DKK,Denmark,28.5,5.8006,4.913284833,0.078,0.054,0.222,0.537,0.884,59708.962,5.200902898,-0.022,-0.115,0.013,0.363,0.045
7/1/2013,EGY,EGP,Egypt,16.75,7.00915,2.38973342,-0.476,-0.487,-0.406,-0.252,-0.084,2931.827,2.78001144,-0.11,-0.194,-0.078,0.24,-0.049
7/1/2013,EUZ,EUR,Euro area,3.623870489,0.777756173,4.659391484,0.023,0,0.159,0.458,0.786,40137.01059,4.36638439,0.104,0,0.144,0.539,0.181
7/1/2013,GBR,GBP,Britain,2.69,0.669142494,4.020070499,-0.118,-0.137,0,0.258,0.541,38811.424,4.309863376,-0.035,-0.126,0,0.345,0.032
7/1/2013,HKG,HKD,Hong Kong,17,7.75665,2.191667795,-0.519,-0.53,-0.455,-0.314,-0.16,34259.337,4.115769248,-0.449,-0.501,-0.429,-0.232,-0.411
7/1/2013,HUN,HUF,Hungary,860,228.462,3.76430216,-0.174,-0.192,-0.064,0.178,0.443,14050.009,3.254073962,0.197,0.084,0.24,0.669,0.28
7/1/2013,IDN,IDR,Indonesia,27939,9965,2.803712995,-0.385,-0.398,-0.303,-0.123,0.075,3511.799,2.804740572,0.035,-0.063,0.072,0.442,0.106
7/1/2013,IND,INR,India,90,59.98,1.500500167,-0.671,-0.678,-0.627,-0.531,-0.425,1513.618,2.719541146,-0.429,-0.483,-0.408,-0.204,-0.39
7/1/2013,ISR,ILS,Israel,17.5,3.64595,4.799846405,0.053,0.03,0.194,0.502,0.84,32350.817,4.034392831,0.231,0.115,0.275,0.716,0.316
7/1/2013,JPN,JPY,Japan,320,100.105,3.196643524,-0.298,-0.314,-0.205,0,0.226,45869.72,4.610818479,-0.283,-0.35,-0.257,0,-0.233
7/1/2013,KOR,KRW,South Korea,3900,1135.7,3.434005459,-0.246,-0.263,-0.146,0.074,0.317,22424.062,3.61113096,-0.016,-0.109,0.02,0.372,0.052
7/1/2013,LKA,LKR,Sri Lanka,370,130.8,2.828746177,-0.379,-0.393,-0.296,-0.115,0.084,,,,,,,
7/1/2013,MEX,MXN,Mexico,37,12.94115,2.859096757,-0.373,-0.386,-0.289,-0.106,0.096,10146.041,3.087614651,-0.042,-0.132,-0.007,0.336,0.025
7/1/2013,MYS,MYR,Malaysia,7.3,3.1805,2.295236598,-0.496,-0.507,-0.429,-0.282,-0.12,10084.608,3.084995241,-0.23,-0.303,-0.202,0.073,-0.177
7/1/2013,NOR,NOK,Norway,46,6.1281,7.506404922,0.647,0.611,0.867,1.348,1.878,97607.32,6.816831761,0.14,0.032,0.181,0.588,0.218
7/1/2013,NZL,NZD,New Zealand,5.5,1.279344975,4.299075001,-0.057,-0.077,0.069,0.345,0.648,35973.02,4.188838108,0.062,-0.038,0.1,0.48,0.136
7/1/2013,PAK,PKR,Pakistan,300,100.035,2.998950367,-0.342,-0.356,-0.254,-0.062,0.15,1199.111,2.706131041,0.147,0.039,0.188,0.598,0.226
7/1/2013,PER,PEN,Peru,10,2.783,3.5932447,-0.211,-0.229,-0.106,0.124,0.378,5904.494,2.90676148,0.279,0.158,0.325,0.783,0.368
7/1/2013,PHL,PHP,Philippines,115.21,43.44,2.652163904,-0.418,-0.431,-0.34,-0.17,0.017,2344.889,2.754985288,-0.004,-0.098,0.032,0.389,0.065
7/1/2013,POL,PLN,Poland,9.2,3.3655,2.733620562,-0.4,-0.413,-0.32,-0.145,0.048,13468.655,3.229285904,-0.124,-0.207,-0.092,0.221,-0.063
7/1/2013,RUS,RUB,Russia,87,32.9389,2.641253958,-0.42,-0.433,-0.343,-0.174,0.013,12993.358,3.209019956,-0.148,-0.229,-0.118,0.187,-0.089
7/1/2013,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.415,-0.428,-0.337,-0.166,0.022,21196.287,3.558780485,-0.225,-0.298,-0.197,0.081,-0.171
7/1/2013,SGP,SGD,Singapore,4.7,1.2747,3.687142073,-0.191,-0.209,-0.083,0.153,0.414,49270.872,4.755838474,-0.198,-0.273,-0.169,0.118,-0.142
7/1/2013,SWE,SEK,Sweden,41.61,6.7583,6.15687377,0.351,0.321,0.532,0.926,1.36,57638.234,5.112610178,0.246,0.129,0.291,0.737,0.332
7/1/2013,THA,THB,Thailand,89,31.275,2.845723421,-0.375,-0.389,-0.292,-0.11,0.091,5394.714,2.885025229,0.021,-0.076,0.057,0.423,0.091
7/1/2013,TUR,TRY,Turkey,8.5,1.95745,4.342384224,-0.047,-0.068,0.08,0.358,0.665,10362.609,3.096848784,0.451,0.314,0.503,1.023,0.551
7/1/2013,TWN,TWD,Taiwan,79,30.0285,2.630834041,-0.423,-0.435,-0.346,-0.177,0.009,20082.918,3.511308109,-0.225,-0.298,-0.197,0.081,-0.171
7/1/2013,UKR,UAH,Ukraine,19,8.155,2.329858982,-0.489,-0.5,-0.42,-0.271,-0.107,,,,,,,
7/1/2013,URY,UYU,Uruguay,105,21.085,4.979843491,0.093,0.069,0.239,0.558,0.909,,,,,,,
7/1/2013,USA,USD,United States,4.556666667,1,4.556666667,0,-0.022,0.133,0.425,0.747,48327.861,4.715629906,0,-0.094,0.036,0.394,0.069
