date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_dollar,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
7/1/2013,ZAF,ZAR,South Africa,22.5,10.04725,2.239418746,-0.509,-0.519,-0.443,-0.299,-0.141,8078.451,2.99945573,-0.227,-0.3,-0.2,0.077,-0.174
1/1/2014,ARE,AED,UAE,12,3.673,3.267084127,-0.293,-0.342,-0.294,0.099,0.191,,,,,,,
1/1/2014,ARG,ARS,Argentina,21,6.92125,3.034134008,-0.344,-0.389,-0.344,0.02,0.106,10959.082,3.136148629,0.026,-0.12,-0.069,0.557,0.014
1/1/2014,AUS,AUD,Australia,5.05,1.128859288,4.473542499,-0.033,-0.098,-0.033,0.504,0.631,66371.218,5.756245671,-0.176,-0.293,-0.252,0.251,-0.186
1/1/2014,BRA,BRL,Brazil,12.4,2.36305,5.247455619,0.135,0.058,0.134,0.765,0.913,12788.551,3.222652898,0.727,0.482,0.567,1.621,0.706
1/1/2014,CAN,CAD,Canada,5.54,1.1051,5.013120985,0.084,0.01,0.083,0.686,0.827,50496.043,5.005606875,0.062,-0.089,-0.036,0.612,0.049
1/1/2014,CHE,CHF,Switzerland,6.5,0.91005,7.1424647,0.545,0.439,0.544,1.402,1.604,83072.845,6.545962268,0.157,-0.007,0.05,0.756,0.143
1/1/2014,CHL,CLP,Chile,2000,541.95,3.690377341,-0.202,-0.256,-0.202,0.241,0.345,14403.111,3.29899545,0.186,0.018,0.077,0.801,0.172
1/1/2014,CHN,CNY,China,16.6,6.0513,2.743212202,-0.407,-0.447,-0.407,-0.078,0,5416.668,2.874082165,0.012,-0.131,-0.081,0.536,0
1/1/2014,COL,COP,Colombia,8600,1982.795,4.337311724,-0.062,-0.126,-0.063,0.459,0.581,7114.33,2.954354097,0.557,0.336,0.413,1.363,0.538
1/1/2014,CRI,CRC,Costa Rica,2150,501.92,4.283551164,-0.074,-0.137,-0.074,0.44,0.562,,,,,,,
1/1/2014,CZE,CZK,Czech Republic,70.45,20.2838,3.473215078,-0.249,-0.3,-0.249,0.168,0.266,20435.875,3.584247531,0.027,-0.118,-0.067,0.56,0.015
1/1/2014,DNK,DKK,Denmark,28.5,5.5014,5.180499509,0.12,0.044,0.12,0.742,0.888,59708.962,5.441228808,0.01,-0.134,-0.084,0.533,-0.002
1/1/2014,EGY,EGP,Egypt,16.93,6.961,2.432121822,-0.474,-0.51,-0.474,-0.182,-0.113,2931.827,2.756589409,-0.064,-0.197,-0.151,0.42,-0.076
1/1/2014,EUZ,EUR,Euro area,3.657962724,0.737218475,4.961843535,0.073,0,0.072,0.669,0.809,40137.01059,4.51579233,0.165,0,0.058,0.769,0.151
1/1/2014,GBR,GBP,Britain,2.79,0.603009015,4.6267965,0.001,-0.068,0,0.556,0.687,38811.424,4.453113542,0.102,-0.054,0,0.672,0.089
1/1/2014,HKG,HKD,Hong Kong,18,7.75785,2.320230476,-0.498,-0.532,-0.499,-0.22,-0.154,34259.337,4.237873514,-0.419,-0.502,-0.473,-0.119,-0.426
1/1/2014,HUN,HUF,Hungary,860,223.09705,3.854824616,-0.166,-0.223,-0.167,0.296,0.405,14050.009,3.282299441,0.245,0.069,0.13,0.89,0.23
1/1/2014,IDN,IDR,Indonesia,27939,12140,2.301400329,-0.502,-0.536,-0.503,-0.226,-0.161,3511.799,2.784012697,-0.123,-0.248,-0.204,0.331,-0.134
1/1/2014,IND,INR,India,95,61.845,1.53609831,-0.668,-0.69,-0.668,-0.483,-0.44,1513.618,2.689531081,-0.394,-0.48,-0.45,-0.081,-0.402
1/1/2014,ISR,ILS,Israel,17.5,3.4882,5.016914168,0.085,0.011,0.084,0.687,0.829,32350.817,4.147631413,0.283,0.101,0.164,0.947,0.267
1/1/2014,JPN,JPY,Japan,310,104.245,2.97376373,-0.357,-0.401,-0.357,0,0.084,45869.72,4.786856686,-0.341,-0.435,-0.402,0,-0.349
1/1/2014,KOR,KRW,South Korea,3700,1067.3,3.466691652,-0.25,-0.301,-0.251,0.166,0.264,22424.062,3.678256592,-0.001,-0.142,-0.093,0.517,-0.013
1/1/2014,LKA,LKR,Sri Lanka,350,130.8,2.675840979,-0.421,-0.461,-0.422,-0.1,-0.025,,,,,,,
1/1/2014,MEX,MXN,Mexico,37,13.33275,2.775121412,-0.4,-0.441,-0.4,-0.067,0.012,10146.041,3.097704951,-0.05,-0.185,-0.138,0.442,-0.061
1/1/2014,MYS,MYR,Malaysia,7.4,3.3235,2.226568377,-0.518,-0.551,-0.519,-0.251,-0.188,10084.608,3.094800164,-0.237,-0.345,-0.308,0.158,-0.246
1/1/2014,NOR,NOK,Norway,48,6.15745,7.795434798,0.686,0.571,0.685,1.621,1.842,97607.32,7.233207657,0.143,-0.019,0.037,0.735,0.129
1/1/2014,NZL,NZD,New Zealand,5.5,1.203007519,4.571874999,-0.011,-0.079,-0.012,0.537,0.667,35973.02,4.31890298,0.122,-0.037,0.019,0.704,0.109
1/1/2014,PAK,PKR,Pakistan,320,105.415,3.035621117,-0.344,-0.388,-0.344,0.021,0.107,1199.111,2.674659991,0.203,0.033,0.092,0.827,0.189
1/1/2014,PER,PEN,Peru,10,2.8065,3.563156957,-0.229,-0.282,-0.23,0.198,0.299,5904.494,2.897148438,0.304,0.119,0.184,0.98,0.289
1/1/2014,PHL,PHP,Philippines,135,45.23,2.984744639,-0.355,-0.398,-0.355,0.004,0.088,2344.889,2.728836743,0.16,-0.005,0.053,0.761,0.146
1/1/2014,POL,PLN,Poland,9.2,3.0684,2.998305306,-0.352,-0.396,-0.352,0.008,0.093,13468.655,3.254810808,-0.023,-0.162,-0.113,0.483,-0.035
1/1/2014,RUS,RUB,Russia,89,33.93925,2.62233255,-0.433,-0.472,-0.433,-0.118,-0.044,12993.358,3.232336953,-0.14,-0.262,-0.219,0.306,-0.15
1/1/2014,SAU,SAR,Saudi Arabia,11,3.7504,2.933020478,-0.366,-0.409,-0.366,-0.014,0.069,21196.287,3.620202709,-0.141,-0.263,-0.22,0.304,-0.151
1/1/2014,SGP,SGD,Singapore,4.6,1.27885,3.596981663,-0.222,-0.275,-0.223,0.21,0.311,49270.872,4.947676119,-0.229,-0.338,-0.3,0.17,-0.238
1/1/2014,SWE,SEK,Sweden,40.7,6.47315,6.287510717,0.36,0.267,0.359,1.114,1.292,57638.234,5.343316894,0.248,0.071,0.133,0.894,0.233
1/1/2014,THA,THB,Thailand,96,32.875,2.920152091,-0.369,-0.411,-0.369,-0.018,0.065,5394.714,2.873044096,0.078,-0.075,-0.022,0.636,0.065
1/1/2014,TUR,TRY,Turkey,8.5,2.26155,3.758484225,-0.187,-0.243,-0.188,0.264,0.37,10362.609,3.107945111,0.282,0.101,0.164,0.947,0.267
1/1/2014,TWN,TWD,Taiwan,79,30.161,2.619276549,-0.434,-0.472,-0.434,-0.119,-0.045,20082.918,3.567558378,-0.222,-0.332,-0.293,0.182,-0.231
1/1/2014,UKR,UAH,Ukraine,19,8.379,2.267573696,-0.51,-0.543,-0.51,-0.237,-0.173,,,,,,,
1/1/2014,URY,UYU,Uruguay,105,21.38,4.911131899,0.062,-0.01,0.061,0.651,0.79,,,,,,,
1/1/2014,USA,USD,United States,4.624166667,1,4.624166667,0,-0.068,-0.001,0.555,0.686,48327.861,4.903086964,0,-0.142,-0.092,0.518,-0.012
1/1/2014,ZAF,ZAR,South Africa,23.5,10.87765,2.1603931,-0.533,-0.565,-0.533,-0.274,-0.212,8078.451,2.999941413,-0.236,-0.345,-0.307,0.159,-0.245
7/1/2014,ARE,AED,UAE,13,3.67305,3.539292958,-0.262,-0.286,-0.281,-0.029,0.298,,,,,,,
7/1/2014,ARG,ARS,Argentina,21,8.16875,2.570772762,-0.464,-0.481,-0.478,-0.295,-0.057,11582.48,3.3448275,-0.181,-0.308,-0.29,0.029,-0.125
7/1/2014,AUS,AUD,Australia,5.1,1.059378145,4.814145,0.004,-0.028,-0.023,0.321,0.766,67855.88,5.817860922,-0.118,-0.255,-0.236,0.108,-0.058
7/1/2014,BRA,BRL,Brazil,13,2.22025,5.855196487,0.221,0.182,0.189,0.607,1.147,11437.393,3.338451397,0.868,0.578,0.62,1.349,0.996
7/1/2014,CAN,CAD,Canada,5.64,1.07405,5.251152181,0.095,0.06,0.066,0.441,0.926,52488.725,5.142524299,0.088,-0.081,-0.057,0.368,0.162
7/1/2014,CHE,CHF,Switzerland,6.16,0.9024,6.826241135,0.424,0.378,0.386,0.873,1.504,79344.253,6.322737656,0.15,-0.029,-0.003,0.446,0.229
7/1/2014,CHL,CLP,Chile,2100,564.14,3.722480235,-0.224,-0.249,-0.244,0.021,0.365,15300.352,3.508215916,0.13,-0.045,-0.02,0.421,0.208
7/1/2014,CHN,CNY,China,16.9,6.1983,2.726554055,-0.431,-0.45,-0.446,-0.252,0,6077.65,3.102908075,-0.064,-0.209,-0.188,0.177,0
7/1/2014,COL,COP,Colombia,8600,1847.65,4.654561199,-0.029,-0.06,-0.055,0.277,0.707,7935.716,3.184564049,0.557,0.315,0.35,0.957,0.663
7/1/2014,CRI,CRC,Costa Rica,2150,537.3,4.001488926,-0.165,-0.192,-0.188,0.098,0.468,,,,,,,
7/1/2014,CZE,CZK,Czech Republic,70.45,20.3877,3.455514845,-0.279,-0.302,-0.298,-0.052,0.267,18699.467,3.657595997,0.006,-0.15,-0.127,0.265,0.075
7/1/2014,DNK,DKK,Denmark,28.5,5.5388,5.145518885,0.073,0.039,0.045,0.412,0.887,56475.85,5.317745511,0.031,-0.129,-0.106,0.296,0.101
7/1/2014,EGY,EGP,Egypt,16.93,7.15005,2.36781561,-0.506,-0.522,-0.519,-0.35,-0.132,3178.951,2.975519655,-0.152,-0.284,-0.265,0.066,-0.094
7/1/2014,EUZ,EUR,Euro area,3.67923829,0.742748914,4.95354247,0.033,0,0.006,0.359,0.817,36888.30379,4.456936383,0.184,0,0.027,0.489,0.265
7/1/2014,GBR,GBP,Britain,2.89,0.586785589,4.925137996,0.027,-0.006,0,0.351,0.806,38999.208,4.549703777,0.153,-0.026,0,0.45,0.232
7/1/2014,HKG,HKD,Hong Kong,18.8,7.75045,2.425665607,-0.494,-0.51,-0.507,-0.334,-0.11,36590.443,4.443846367,-0.418,-0.509,-0.496,-0.269,-0.379
7/1/2014,HUN,HUF,Hungary,860,228.30615,3.766871808,-0.214,-0.24,-0.235,0.034,0.382,12543.959,3.387081384,0.185,0.001,0.027,0.489,0.266
7/1/2014,IDN,IDR,Indonesia,27939,11505,2.428422425,-0.494,-0.51,-0.507,-0.334,-0.109,3590.662,2.993613018,-0.136,-0.27,-0.251,0.086,-0.077
7/1/2014,IND,INR,India,105,60.08875,1.747415282,-0.636,-0.647,-0.645,-0.52,-0.359,1514.634,2.902378321,-0.359,-0.458,-0.444,-0.194,-0.315
7/1/2014,ISR,ILS,Israel,17.5,3.4138,5.12625227,0.069,0.035,0.041,0.407,0.88,33450.928,4.305874865,0.268,0.071,0.1,0.594,0.355
7/1/2014,JPN,JPY,Japan,370,101.53,3.644243081,-0.24,-0.264,-0.26,0,0.337,46530.384,4.880674536,-0.205,-0.328,-0.31,0,-0.15
7/1/2014,KOR,KRW,South Korea,4100,1023.75,4.004884005,-0.165,-0.192,-0.187,0.099,0.469,22590.158,3.828579248,0.114,-0.059,-0.034,0.401,0.19
7/1/2014,LKA,LKR,Sri Lanka,350,130.255,2.687036966,-0.44,-0.458,-0.454,-0.263,-0.014,,,,,,,
7/1/2014,MEX,MXN,Mexico,42,12.93255,3.247619379,-0.323,-0.344,-0.341,-0.109,0.191,10110.686,3.280146927,0.055,-0.109,-0.085,0.326,0.127
7/1/2014,MYS,MYR,Malaysia,7.63,3.1675,2.408839779,-0.498,-0.514,-0.511,-0.339,-0.117,10387.16,3.292297063,-0.221,-0.342,-0.324,-0.02,-0.167
7/1/2014,NOR,NOK,Norway,48,6.1873,7.757826516,0.618,0.566,0.575,1.129,1.845,99249.004,7.197486906,0.148,-0.03,-0.004,0.444,0.227
7/1/2014,NZL,NZD,New Zealand,5.7,1.152737752,4.944750001,0.031,-0.002,0.004,0.357,0.814,38384.906,4.522707196,0.165,-0.016,0.01,0.464,0.244
7/1/2014,PAK,PKR,Pakistan,300,98.68,3.040129712,-0.366,-0.386,-0.383,-0.166,0.115,1260.736,2.891220327,0.12,-0.054,-0.029,0.408,0.197
7/1/2014,PER,PEN,Peru,10,2.788,3.586800574,-0.252,-0.276,-0.272,-0.016,0.316,6549.636,3.123650329,0.223,0.033,0.061,0.538,0.307
7/1/2014,PHL,PHP,Philippines,160,43.205,3.703275084,-0.228,-0.252,-0.248,0.016,0.358,2611.503,2.950582156,0.337,0.129,0.159,0.681,0.428
7/1/2014,POL,PLN,Poland,9.2,3.0714,2.995376701,-0.375,-0.395,-0.392,-0.178,0.099,12708.962,3.39433273,-0.06,-0.206,-0.185,0.182,0.004
7/1/2014,RUS,RUB,Russia,89,34.83725,2.554736668,-0.467,-0.484,-0.481,-0.299,-0.063,14015.75,3.451761825,-0.212,-0.334,-0.316,-0.009,-0.158
7/1/2014,SAU,SAR,Saudi Arabia,11,3.75035,2.933059581,-0.388,-0.408,-0.404,-0.195,0.076,25139.004,3.940592763,-0.207,-0.33,-0.312,-0.003,-0.153
7/1/2014,SGP,SGD,Singapore,4.7,1.238,3.79644588,-0.208,-0.234,-0.229,0.042,0.392,53516.039,5.187671417,-0.22,-0.342,-0.324,-0.02,-0.167
7/1/2014,SWE,SEK,Sweden,40.7,6.836,5.953774137,0.242,0.202,0.209,0.634,1.184,54829.105,5.24537641,0.209,0.021,0.049,0.52,0.292
7/1/2014,THA,THB,Thailand,99,31.78,3.115166772,-0.35,-0.371,-0.367,-0.145,0.143,5390.414,3.072706282,0.08,-0.088,-0.063,0.358,0.154
7/1/2014,TUR,TRY,Turkey,9.25,2.09125,4.423191871,-0.078,-0.107,-0.102,0.214,0.622,10523.36,3.298282611,0.429,0.207,0.239,0.796,0.526
7/1/2014,TWN,TWD,Taiwan,79,29.982,2.634914282,-0.45,-0.468,-0.465,-0.277,-0.034,20386.475,3.731734527,-0.248,-0.365,-0.348,-0.054,-0.196
7/1/2014,UKR,UAH,Ukraine,19,11.685,1.62601626,-0.661,-0.672,-0.67,-0.554,-0.404,,,,,,,
7/1/2014,URY,UYU,Uruguay,113,22.97,4.919460165,0.026,-0.007,-0.001,0.35,0.804,,,,,,,
7/1/2014,USA,USD,United States,4.795,1,4.795,0,-0.032,-0.026,0.316,0.759,51708.982,5.108257123,0,-0.155,-0.133,0.257,0.068
7/1/2014,VNM,VND,Vietnam,60000,21230,2.826189355,-0.411,-0.429,-0.426,-0.224,0.037,,,,,,,
7/1/2014,ZAF,ZAR,South Africa,24.5,10.5145,2.330115555,-0.514,-0.53,-0.527,-0.361,-0.145,7314.014,3.157242263,-0.214,-0.336,-0.318,-0.012,-0.16
1/1/2015,ARE,AED,UAE,13,3.67305,3.539292958,-0.261,-0.17,-0.19,0.126,0.278,,,,,,,
1/1/2015,ARG,ARS,Argentina,28,8.61,3.25203252,-0.321,-0.237,-0.256,0.035,0.174,14708.613,3.112151502,0.005,-0.008,-0.025,0.344,0.06
1/1/2015,AUS,AUD,Australia,5.3,1.227219734,4.318704999,-0.098,0.013,-0.011,0.375,0.56,64578.19,5.061202225,-0.179,-0.19,-0.204,0.097,-0.134
1/1/2015,BRA,BRL,Brazil,13.5,2.59275,5.206826728,0.087,0.221,0.192,0.657,0.88,11172.523,2.973950635,0.685,0.662,0.634,1.252,0.776
1/1/2015,CAN,CAD,Canada,5.7,1.22855,4.639615807,-0.031,0.088,0.062,0.477,0.676,52037.148,4.571061172,-0.023,-0.036,-0.053,0.305,0.03
1/1/2015,CHE,CHF,Switzerland,6.5,0.86165,7.543666222,0.575,0.769,0.727,1.401,1.724,81276.126,5.713807003,0.27,0.253,0.232,0.698,0.339
1/1/2015,CHL,CLP,Chile,2100,627.485,3.346693546,-0.301,-0.215,-0.234,0.065,0.209,15775.713,3.153856929,0.021,0.007,-0.01,0.365,0.077
1/1/2015,CHN,CNY,China,17.2,6.2115,2.769057394,-0.422,-0.351,-0.366,-0.119,0,6958.686,2.809261409,-0.052,-0.064,-0.08,0.268,0
1/1/2015,COL,COP,Colombia,7900,2364.98,3.340408798,-0.303,-0.217,-0.235,0.063,0.206,8030.715,2.851159476,0.127,0.112,0.093,0.507,0.189
1/1/2015,CRI,CRC,Costa Rica,2150,536.09,4.010520622,-0.163,-0.059,-0.082,0.276,0.448,,,,,,,
1/1/2015,CZE,CZK,Czech Republic,70.45,24.13325,2.919208975,-0.391,-0.315,-0.332,-0.071,0.054,18871.009,3.274830262,-0.142,-0.154,-0.168,0.146,-0.096
1/1/2015,DNK,DKK,Denmark,34.5,6.4174,5.376008976,0.122,0.261,0.231,0.711,0.941,59129.127,4.848236709,0.067,0.053,0.035,0.426,0.125
1/1/2015,EGY,EGP,Egypt,16.93,7.35005,2.303385691,-0.519,-0.46,-0.473,-0.267,-0.168,3242.857,2.66403581,-0.168,-0.179,-0.193,0.112,-0.123
1/1/2015,EUZ,EUR,Euro area,3.68,0.863073404,4.263832002,-0.11,0,-0.024,0.357,0.54,38643.6391,4.047603189,0.014,0,-0.017,0.355,0.069
1/1/2015,GBR,GBP,Britain,2.89,0.661594443,4.368234997,-0.088,0.024,0,0.39,0.578,39371.653,4.076056127,0.031,0.017,0,0.378,0.087
1/1/2015,HKG,HKD,Hong Kong,18.8,7.75135,2.425383965,-0.494,-0.431,-0.445,-0.228,-0.124,37955.448,4.020706643,-0.42,-0.427,-0.437,-0.224,-0.388
1/1/2015,HUN,HUF,Hungary,860,271.39345,3.168831083,-0.338,-0.257,-0.275,0.009,0.144,13387.975,3.060537059,-0.004,-0.017,-0.034,0.332,0.05
1/1/2015,IDN,IDR,Indonesia,27939,12480,2.238701923,-0.533,-0.475,-0.488,-0.287,-0.192,3509.824,2.674469671,-0.195,-0.205,-0.219,0.077,-0.151
1/1/2015,IND,INR,India,116.25,61.615,1.886715897,-0.606,-0.558,-0.568,-0.399,-0.319,1509.495,2.596290891,-0.301,-0.31,-0.322,-0.065,-0.263
1/1/2015,ISR,ILS,Israel,17.5,3.93415,4.448228969,-0.071,0.043,0.018,0.416,0.606,36926.33,3.980485664,0.075,0.061,0.043,0.437,0.134
1/1/2015,JPN,JPY,Japan,370,117.765,3.141850295,-0.344,-0.263,-0.281,0,0.135,38467.786,4.040730329,-0.252,-0.262,-0.274,0,-0.211
1/1/2015,KOR,KRW,South Korea,4100,1083.3,3.784731838,-0.21,-0.112,-0.134,0.205,0.367,25975.068,3.552477921,0.025,0.011,-0.006,0.37,0.081
1/1/2015,LKA,LKR,Sri Lanka,350,131.875,2.654028436,-0.446,-0.378,-0.392,-0.155,-0.042,,,,,,,
1/1/2015,MEX,MXN,Mexico,49,14.6275,3.349854726,-0.301,-0.214,-0.233,0.066,0.21,10649.907,2.953525255,0.091,0.077,0.058,0.459,0.151
1/1/2015,MYS,MYR,Malaysia,7.63,3.6155,2.11035818,-0.559,-0.505,-0.517,-0.328,-0.238,10456.887,2.945981461,-0.311,-0.32,-0.332,-0.079,-0.273
1/1/2015,NOR,NOK,Norway,48,7.6225,6.297146605,0.315,0.477,0.442,1.004,1.274,100578.968,6.46821922,-0.063,-0.076,-0.092,0.252,-0.012
1/1/2015,NZL,NZD,New Zealand,5.9,1.313283866,4.492555001,-0.062,0.054,0.028,0.43,0.622,40515.94,4.120778251,0.049,0.035,0.017,0.402,0.106
1/1/2015,PAK,PKR,Pakistan,300,100.735,2.978110885,-0.378,-0.302,-0.318,-0.052,0.075,1274.756,2.587116596,0.108,0.093,0.074,0.48,0.168
1/1/2015,PER,PEN,Peru,10,3.008,3.324468085,-0.306,-0.22,-0.239,0.058,0.201,6540.989,2.792936573,0.145,0.13,0.111,0.531,0.208
1/1/2015,PHL,PHP,Philippines,163,44.41,3.670344517,-0.234,-0.139,-0.16,0.168,0.325,2790.878,2.646371132,0.334,0.317,0.294,0.784,0.407
1/1/2015,POL,PLN,Poland,9.2,3.7066,2.48205903,-0.482,-0.418,-0.432,-0.21,-0.104,13435.263,3.062385214,-0.22,-0.231,-0.244,0.042,-0.178
1/1/2015,RUS,RUB,Russia,89,65.227,1.364465635,-0.715,-0.68,-0.688,-0.566,-0.507,14591.33,3.107567735,-0.578,-0.583,-0.59,-0.435,-0.555
1/1/2015,SAU,SAR,Saudi Arabia,11,3.7569,2.927945913,-0.389,-0.313,-0.33,-0.068,0.057,24953.086,3.512535839,-0.198,-0.209,-0.222,0.072,-0.154
1/1/2015,SGP,SGD,Singapore,4.7,1.33315,3.525484754,-0.264,-0.173,-0.193,0.122,0.273,55182.483,4.693990176,-0.277,-0.287,-0.299,-0.034,-0.238
1/1/2015,SWE,SEK,Sweden,40.7,8.19145,4.968595304,0.037,0.165,0.137,0.581,0.794,58014.168,4.80466081,-0.005,-0.018,-0.035,0.33,0.049
1/1/2015,THA,THB,Thailand,99,32.605,3.036344119,-0.366,-0.288,-0.305,-0.034,0.097,5675.8,2.759122426,0.059,0.045,0.027,0.415,0.116
1/1/2015,TUR,TRY,Turkey,9.25,2.33345,3.96408751,-0.172,-0.07,-0.093,0.262,0.432,10721.063,2.956306242,0.29,0.273,0.251,0.725,0.36
1/1/2015,TWN,TWD,Taiwan,79,31.493,2.508493951,-0.476,-0.412,-0.426,-0.202,-0.094,20924.921,3.355103224,-0.281,-0.29,-0.302,-0.038,-0.241
1/1/2015,UKR,UAH,Ukraine,19,15.822,1.200859563,-0.749,-0.718,-0.725,-0.618,-0.566,,,,,,,
1/1/2015,URY,UYU,Uruguay,113,24.425,4.626407369,-0.034,0.085,0.059,0.473,0.671,,,,,,,
1/1/2015,USA,USD,United States,4.79,1,4.79,0,0.123,0.097,0.525,0.73,53000.972,4.608730268,0,-0.013,-0.03,0.337,0.054
1/1/2015,VNM,VND,Vietnam,60000,21380,2.806361085,-0.414,-0.342,-0.358,-0.107,0.013,,,,,,,
1/1/2015,ZAF,ZAR,South Africa,25.5,11.47875,2.221496243,-0.536,-0.479,-0.491,-0.293,-0.198,6621.122,2.796068408,-0.236,-0.246,-0.259,0.022,-0.194
7/1/2015,ARE,AED,UAE,13,3.67295,3.539389319,-0.261,-0.127,-0.216,0.186,0.293,,,,,,,
7/1/2015,ARG,ARS,Argentina,28,9.135,3.0651341,-0.36,-0.244,-0.321,0.027,0.12,12873.16,2.969803584,-0.048,-0.004,-0.06,0.309,0.05
7/1/2015,AUS,AUD,Australia,5.3,1.35126005,3.922265,-0.181,-0.032,-0.131,0.314,0.433,61219.156,4.650389366,-0.222,-0.186,-0.232,0.069,-0.142
7/1/2015,BRA,BRL,Brazil,13.5,3.15235,4.28251939,-0.106,0.056,-0.051,0.434,0.564,11604.471,2.925701882,0.351,0.413,0.333,0.856,0.49
7/1/2015,CAN,CAD,Canada,5.85,1.2897,4.53593859,-0.053,0.119,0.005,0.519,0.657,50397.862,4.274223512,-0.021,0.025,-0.034,0.346,0.08
7/1/2015,CHE,CHF,Switzerland,6.5,0.9528,6.821998321,0.424,0.683,0.512,1.285,1.492,87475.464,5.563101515,0.132,0.184,0.117,0.555,0.248
7/1/2015,CHL,CLP,Chile,2100,642.45,3.268736867,-0.318,-0.194,-0.276,0.095,0.194,14477.099,3.025559123,-0.003,0.043,-0.016,0.37,0.099
7/1/2015,CHN,CNY,China,17,6.2092,2.737872834,-0.428,-0.325,-0.393,-0.083,0,7588.996,2.786117413,-0.093,-0.051,-0.105,0.246,0
7/1/2015,COL,COP,Colombia,7900,2708.9,2.916312895,-0.391,-0.281,-0.354,-0.023,0.065,8075.644,2.803034092,-0.04,0.004,-0.053,0.319,0.059
7/1/2015,CRI,CRC,Costa Rica,2150,533.3,4.031501969,-0.158,-0.006,-0.107,0.35,0.472,,,,,,,
7/1/2015,CZE,CZK,Czech Republic,70,24.70225,2.833749962,-0.408,-0.301,-0.372,-0.051,0.035,19563.33,3.20236482,-0.183,-0.146,-0.194,0.122,-0.1
7/1/2015,DNK,DKK,Denmark,34.59,6.81105,5.078512124,0.06,0.253,0.125,0.701,0.855,60563.623,4.627601968,0.013,0.06,-0.001,0.391,0.117
7/1/2015,EGY,EGP,Egypt,16.93,7.83005,2.162182872,-0.549,-0.467,-0.521,-0.276,-0.21,3303.752,2.637155332,-0.243,-0.208,-0.253,0.04,-0.166
7/1/2015,EUZ,EUR,Euro area,3.7,0.912700224,4.053904998,-0.154,0,-0.102,0.358,0.481,40028.39054,3.913763749,-0.044,0,-0.057,0.313,0.054
7/1/2015,GBR,GBP,Britain,2.89,0.640450877,4.512446003,-0.058,0.113,0,0.511,0.648,45653.41,4.109298612,0.013,0.06,0,0.392,0.117
7/1/2015,HKG,HKD,Hong Kong,19.2,7.7508,2.477163648,-0.483,-0.389,-0.451,-0.17,-0.095,39871.096,3.908295933,-0.415,-0.388,-0.423,-0.196,-0.355
7/1/2015,HUN,HUF,Hungary,900,282.8778,3.18158583,-0.336,-0.215,-0.295,0.066,0.162,13881.131,3.004842302,-0.023,0.022,-0.036,0.342,0.077
7/1/2015,IDN,IDR,Indonesia,30500,13344.5,2.285585822,-0.523,-0.436,-0.493,-0.234,-0.165,3533.529,2.645142756,-0.203,-0.166,-0.213,0.096,-0.121
7/1/2015,IND,INR,India,116.25,63.43,1.832728993,-0.617,-0.548,-0.594,-0.386,-0.331,1626.982,2.578868068,-0.344,-0.314,-0.353,-0.099,-0.277
7/1/2015,ISR,ILS,Israel,17.5,3.77835,4.631651382,-0.033,0.143,0.026,0.551,0.692,36990.982,3.808178467,0.122,0.174,0.108,0.542,0.238
7/1/2015,JPN,JPY,Japan,370,123.935,2.985435914,-0.377,-0.264,-0.338,0,0.09,36331.742,3.785262208,-0.272,-0.239,-0.282,0,-0.197
7/1/2015,KOR,KRW,South Korea,4300,1143.5,3.760384784,-0.215,-0.072,-0.167,0.26,0.373,28100.717,3.499138335,-0.008,0.038,-0.021,0.363,0.094
7/1/2015,LKA,LKR,Sri Lanka,350,133.85,2.614867389,-0.454,-0.355,-0.421,-0.124,-0.045,,,,,,,
7/1/2015,MEX,MXN,Mexico,49,15.73975,3.113137121,-0.35,-0.232,-0.31,0.043,0.137,10714.826,2.894776369,-0.008,0.038,-0.021,0.364,0.094
7/1/2015,MYS,MYR,Malaysia,7.65,3.8065,2.009720215,-0.58,-0.504,-0.555,-0.327,-0.266,10803.525,2.897859691,-0.36,-0.33,-0.368,-0.121,-0.294
7/1/2015,NOR,NOK,Norway,46,8.14255,5.649335896,0.179,0.394,0.252,0.892,1.063,97013.261,5.894650916,-0.116,-0.075,-0.127,0.215,-0.025
7/1/2015,NZL,NZD,New Zealand,5.9,1.509092281,3.909635,-0.184,-0.036,-0.134,0.31,0.428,43837.294,4.046167454,-0.108,-0.067,-0.12,0.225,-0.017
7/1/2015,PAK,PKR,Pakistan,350,101.7,3.441494592,-0.282,-0.151,-0.237,0.153,0.257,1342.73,2.568987005,0.236,0.293,0.22,0.699,0.363
7/1/2015,PER,PEN,Peru,10,3.1835,3.141196796,-0.344,-0.225,-0.304,0.052,0.147,6458.287,2.746812121,0.055,0.104,0.041,0.45,0.164
7/1/2015,PHL,PHP,Philippines,163,45.2125,3.605197678,-0.247,-0.111,-0.201,0.208,0.317,2865.485,2.621920456,0.269,0.327,0.252,0.743,0.399
7/1/2015,POL,PLN,Poland,9.6,3.7736,2.543989824,-0.469,-0.372,-0.436,-0.148,-0.071,14378.622,3.022135902,-0.223,-0.187,-0.233,0.067,-0.143
